Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCL42,OUT027,5737.449685
FDR21,OUT045,2740.340886
NCW29,OUT035,2082.034347
FDO11,OUT013,3840.353501
NCM31,OUT049,2132.547841
FDV35,OUT019,316.0156033
FDF58,OUT017,986.7533904
NCE43,OUT049,2800.48122
FDA02,OUT035,2410.178097
DRL37,OUT010,88.82817085
FDR24,OUT018,1235.137731
FDW59,OUT049,1306.88257
FDS22,OUT049,642.1681562
FDW24,OUT017,746.1800965
FDU24,OUT035,1476.634006
FDA21,OUT027,5014.082766
FDH58,OUT027,2587.69283
FDW36,OUT018,1417.338524
FDI45,OUT027,4437.457766
FDU01,OUT018,2702.931235
FDF35,OUT027,2637.272218
FDU43,OUT019,492.3894339
FDE24,OUT019,241.555171
FDK50,OUT049,2492.060227
FDG31,OUT045,950.3408416
FDC60,OUT045,1389.351744
FDL36,OUT013,1390.608253
FDP21,OUT013,3011.522927
FDW16,OUT045,1353.787511
FDX02,OUT017,3636.901065
FDQ58,OUT027,3863.999494
FDT51,OUT046,1637.873871
FDD59,OUT049,1290.093136
NCM42,OUT018,1416.1245
FDA57,OUT018,422.5219143
FDZ48,OUT035,1686.787853
FDE46,OUT045,2369.723792
NCZ30,OUT019,251.064751
FDB56,OUT017,3000.447367
FDA25,OUT027,2656.216211
FDD20,OUT013,2012.923457
FDL25,OUT013,1460.473731
NCO18,OUT049,2811.55678
FDJ45,OUT017,605.812452
FDR12,OUT035,2838.634252
NCF19,OUT010,93.46889508
FDK25,OUT046,2618.005414
NCR17,OUT046,1890.043416
FDC52,OUT046,2379.655082
NCA54,OUT017,2935.173433
FDR45,OUT010,474.5644061
NCM19,OUT049,1820.812052
FDF39,OUT027,5992.986034
FDX23,OUT049,1505.436559
FDD58,OUT027,2433.037652
FDX28,OUT013,1594.673972
NCD31,OUT013,2514.477307
FDU57,OUT018,2245.860899
FDI27,OUT046,691.5926998
NCM42,OUT046,1646.769665
FDD32,OUT027,2181.010436
FDI34,OUT013,3696.068996
NCM29,OUT049,2051.762578
FDG46,OUT018,1503.612888
DRC01,OUT010,78.16040397
FDB15,OUT027,5847.138471
NCA17,OUT027,3849.823644
FDF10,OUT046,2416.375143
FDR26,OUT027,4571.705444
FDI02,OUT049,1621.332062
NCM54,OUT010,253.2125472
FDF14,OUT013,2432.109097
FDJ33,OUT010,243.8568981
FDM20,OUT035,3944.587849
FDC03,OUT027,5027.221757
NCX05,OUT046,1823.081972
NCM41,OUT027,2404.350151
NCU29,OUT010,289.4289157
FDQ59,OUT017,1286.634468
FDH46,OUT010,187.5048435
FDH09,OUT013,731.2507581
NCD06,OUT045,711.5080094
FDC15,OUT035,2402.601507
DRD37,OUT027,1074.887113
FDT28,OUT027,3849.70152
FDR28,OUT027,4114.017508
FDT38,OUT017,1290.699424
FDV34,OUT027,1937.249127
FDY52,OUT035,1021.982209
FDB34,OUT013,1304.489972
DRL23,OUT018,1420.788664
DRB24,OUT046,2428.525321
FDJ50,OUT046,846.8906483
FDQ49,OUT035,2457.478797
FDP20,OUT035,2042.348482
FDV19,OUT027,4100.794152
NCR54,OUT045,2952.64161
FDO09,OUT010,554.3701374
FDS57,OUT018,1944.850411
FDN10,OUT049,1820.812052
FDV23,OUT049,2002.624122
FDY28,OUT049,3286.171755
DRG51,OUT013,2491.706075
FDD45,OUT019,183.4791715
NCL18,OUT027,5016.230563
NCM29,OUT013,2079.214105
FDF17,OUT027,5014.082766
FDE22,OUT017,2497.228712
FDQ22,OUT017,589.0795983
FDS01,OUT013,2817.289792
FDW35,OUT027,1058.420687
FDJ33,OUT046,2001.244828
NCF54,OUT035,2841.584873
FDE09,OUT013,1647.844283
NCE06,OUT045,2454.521372
DRH49,OUT049,1279.236797
FDY43,OUT045,2752.675462
NCT05,OUT017,4007.162671
FDZ34,OUT045,2941.645838
FDL38,OUT017,1292.800824
FDZ31,OUT017,3000.447367
FDR14,OUT035,829.646009
NCN54,OUT049,1280.311415
NCC42,OUT027,3317.968828
FDK08,OUT017,1600.452197
FDP59,OUT013,1641.906022
FDV22,OUT035,2551.510374
FDD33,OUT035,3881.717531
DRE60,OUT027,5701.670543
FDK52,OUT046,3696.068996
FDA02,OUT017,2366.926648
FDM56,OUT049,1642.674525
FDE57,OUT035,2173.651495
FDM32,OUT045,1340.778612
NCQ30,OUT027,3324.089641
FDQ27,OUT027,2649.38608
FDT60,OUT027,3319.9945
FDU43,OUT049,3772.070606
NCO55,OUT035,1684.587169
FDG02,OUT045,2952.236027
FDJ28,OUT013,3012.597545
FDP40,OUT045,1592.010744
FDJ38,OUT045,2954.441981
NCC54,OUT017,3696.19112
NCZ41,OUT046,1999.219156
FDK38,OUT019,322.5752155
FDU52,OUT013,2414.227347
FDC40,OUT046,1255.321264
NCR30,OUT017,1164.170929
NCN18,OUT017,1642.674525
FDB50,OUT035,1302.317475
FDG04,OUT013,3005.171237
FDR26,OUT035,2825.052177
NCT17,OUT018,2727.023668
FDX35,OUT027,5701.670543
FDS12,OUT046,2001.244828
NCZ29,OUT027,3320.116624
FDB38,OUT010,332.9741002
FDP12,OUT013,593.670865
FDP22,OUT046,772.2683263
FDS26,OUT018,3576.691419
FDR52,OUT046,3000.447367
DRJ13,OUT046,2500.179333
FDU48,OUT027,3317.846704
FDE29,OUT035,1004.462335
NCT29,OUT049,1999.219156
DRK37,OUT018,2726.901544
FDK55,OUT046,1283.337651
FDR07,OUT046,1510.534976
FDO21,OUT027,5642.165275
FDK46,OUT049,3954.497125
FDB12,OUT045,1603.735357
FDT31,OUT027,5022.162357
FDJ33,OUT045,1963.724615
FDC26,OUT027,2657.555016
NCQ02,OUT045,3020.783657
FDP08,OUT010,405.0046624
FDB11,OUT027,5673.834634
FDV55,OUT013,2414.227347
FDW20,OUT049,1979.235049
NCJ18,OUT019,258.554466
FDC41,OUT018,1090.364904
FDE14,OUT027,2652.456599
FDG35,OUT013,2816.37277
FDF45,OUT035,905.2149063
FDS19,OUT027,2181.010436
FDS58,OUT019,343.0993096
FDA26,OUT017,3368.46525
FDM32,OUT049,1310.071007
FDL45,OUT046,1999.097032
FDZ55,OUT049,2513.402689
FDY37,OUT049,2122.280938
FDO46,OUT046,3012.597545
FDQ60,OUT046,1961.285046
FDA19,OUT018,1775.908827
FDL15,OUT046,2411.549936
FDM10,OUT018,2987.985857
NCL05,OUT017,647.234039
DRK49,OUT010,75.19502314
NCE18,OUT027,5816.284359
FDG40,OUT049,599.6356855
DRI59,OUT045,3506.110447
FDK28,OUT035,4153.979268
NCD06,OUT019,97.25682364
FDO11,OUT019,514.1792784
FDK27,OUT046,1874.205134
FDT43,OUT027,1314.610257
FDD38,OUT018,1343.374274
FDA16,OUT049,3284.023959
FDL14,OUT027,3867.033696
NCM17,OUT049,653.4108055
FDD20,OUT045,1954.593477
FDA40,OUT045,1297.869609
FDL43,OUT045,1242.323563
FDV15,OUT045,1611.053854
FDE52,OUT046,1337.461849
NCL17,OUT010,241.6772947
NCJ31,OUT045,3648.263238
FDR60,OUT045,1285.8082
NCA18,OUT035,1864.063502
FDS21,OUT027,1718.608869
FDW09,OUT035,1317.359466
FDL26,OUT035,2472.127285
FDS47,OUT018,1275.074734
FDC39,OUT046,3300.324395
FDT51,OUT035,1681.125321
FDK40,OUT035,4168.277242
NCG19,OUT045,3648.263238
FDZ07,OUT046,998.235196
FDF08,OUT027,2273.299879
FDO04,OUT013,831.0326509
FDK41,OUT018,1157.344384
FDP15,OUT049,4003.774579
NCD43,OUT018,1417.199118
NCP18,OUT013,2427.450703
FDZ51,OUT046,1472.587593
DRH13,OUT035,1663.916195
FDF38,OUT045,620.3335184
NCI43,OUT045,703.3587673
FDM38,OUT027,1488.174479
FDS03,OUT013,999.4909439
DRJ47,OUT017,2801.922969
FDT50,OUT010,177.5913992
FDV02,OUT046,2796.216895
NCG18,OUT017,1647.844283
FDW52,OUT046,2611.367933
FDS40,OUT035,624.9777545
FDN31,OUT017,3000.447367
FDA37,OUT045,1955.239442
FDA15,OUT046,3961.789471
FDL39,OUT046,2933.056904
FDJ53,OUT045,1942.443299
FDX22,OUT013,3304.057645
NCZ42,OUT045,3681.126201
FDD56,OUT027,4439.605563
FDD40,OUT017,3116.784918
FDS50,OUT013,3366.317454
NCN14,OUT013,3012.125996
FDT15,OUT013,2995.62216
NCS18,OUT027,2635.124422
NCO26,OUT010,225.2429306
FDF58,OUT018,784.5035992
NCB19,OUT013,1311.880762
FDH26,OUT017,2135.058439
DRB24,OUT027,3863.999494
FDA49,OUT018,1143.914589
FDB32,OUT045,1406.841961
FDI36,OUT017,3023.293676
NCA17,OUT010,291.576712
FDH22,OUT013,2001.244828
NCM26,OUT018,2165.514784
FDT15,OUT027,5011.405356
FDB16,OUT018,1096.570005
NCP54,OUT027,3317.846704
FDJ36,OUT013,1642.674525
FDO28,OUT045,1902.483517
FDU09,OUT013,837.0846358
FDF29,OUT017,2013.395006
FDY08,OUT013,2132.547841
DRJ59,OUT018,400.6536855
FDT23,OUT027,2188.566496
FDU15,OUT018,385.3398664
FDT47,OUT013,1541.201271
FDI53,OUT019,366.6881025
FDR59,OUT018,3513.792993
FDD53,OUT035,673.1918277
FDY51,OUT017,3302.356842
FDT04,OUT049,651.8205467
FDU51,OUT049,2816.666306
FDG14,OUT035,2462.137191
NCU06,OUT045,3637.267467
DRG25,OUT046,3012.597545
DRH49,OUT035,1312.555112
FDN15,OUT035,2052.894427
FDL43,OUT018,1079.113949
NCT18,OUT049,3038.910083
NCB31,OUT013,3918.717982
FDK57,OUT035,1864.872493
FDY04,OUT019,329.058189
NCP54,OUT046,1999.097032
FDF41,OUT013,3696.068996
FDM01,OUT045,1610.02443
FDW03,OUT045,1595.576269
FDF28,OUT045,1950.581047
FDY37,OUT017,2148.281795
FDQ03,OUT017,3751.603579
FDP51,OUT027,3167.179866
FDJ40,OUT017,1640.526728
FDC32,OUT049,1460.473731
DRI49,OUT027,2187.187202
NCW54,OUT017,850.7856506
FDF09,OUT017,582.1568036
FDP45,OUT018,3399.649369
DRJ23,OUT018,2730.49109
FDS59,OUT017,1641.906022
FDY08,OUT046,2001.244828
FDX16,OUT049,2414.227347
FDY16,OUT018,2813.617124
FDK32,OUT035,2478.636571
FDQ22,OUT013,627.7638201
NCC31,OUT018,2165.986333
FDG58,OUT049,2416.375143
DRF48,OUT013,2998.299571
DRH36,OUT049,1157.994162
NCR30,OUT035,1256.431971
FDB03,OUT019,550.8156057
FDZ28,OUT027,3317.846704
FDR35,OUT017,3039.168699
DRD15,OUT027,5748.440879
FDJ33,OUT019,243.8568981
FDA56,OUT010,221.0570397
FDP56,OUT046,735.9427774
NCT30,OUT046,739.5524151
FDK15,OUT017,1600.771393
FDH44,OUT018,2176.682465
FDV01,OUT013,2421.033538
DRG03,OUT017,2384.293437
FDG50,OUT027,2294.496022
FDR16,OUT010,448.3523522
FDZ60,OUT046,1642.674525
DRG03,OUT045,2325.491908
FDS56,OUT018,3656.415828
FDU33,OUT045,672.3490172
DRD27,OUT035,1589.275128
FDW22,OUT046,3653.478243
DRA24,OUT045,2451.663349
FDF38,OUT049,623.0872944
FDX48,OUT013,2414.227347
FDS58,OUT018,2235.622321
FDC32,OUT046,1460.473731
NCQ29,OUT045,3876.716071
DRK39,OUT018,1044.348163
NCS38,OUT017,1822.959849
DRO47,OUT013,1625.887586
DRG27,OUT027,1015.971695
FDC57,OUT027,5014.082766
FDS55,OUT046,2416.375143
NCJ06,OUT018,1735.949045
FDO01,OUT019,241.7091018
NCM55,OUT045,2940.307033
FDC52,OUT049,2379.655082
FDQ15,OUT045,1289.858165
NCT30,OUT027,1312.926334
NCR42,OUT027,912.1954634
FDD28,OUT035,836.401762
FDQ34,OUT049,1642.674525
FDZ12,OUT027,3422.048783
DRE13,OUT019,237.4621797
NCN07,OUT019,241.7091018
FDM28,OUT035,2978.424882
FDI10,OUT017,2800.48122
FDQ25,OUT013,2816.215174
FDA38,OUT010,468.5651658
DRI13,OUT049,3298.321933
FDY20,OUT027,2409.066242
NCZ53,OUT035,3110.782385
NCM31,OUT013,2416.375143
DRB01,OUT017,3000.447367
DRF37,OUT046,3918.717982
NCF42,OUT049,2800.48122
FDF16,OUT018,2174.009896
FDB41,OUT013,727.1902054
FDR34,OUT013,3746.146113
FDR15,OUT018,2156.467908
NCV42,OUT019,285.1925194
FDW51,OUT035,3473.535279
FDU36,OUT017,1508.38718
FDX60,OUT049,1291.431941
FDY03,OUT035,1881.05758
FDW55,OUT045,3802.389295
FDT01,OUT010,632.3185193
FDG58,OUT013,2416.375143
FDK21,OUT017,3851.383714
NCS41,OUT019,385.3631789
FDS10,OUT045,2980.108555
NCT53,OUT046,2611.490057
FDJ28,OUT018,2733.742558
FDX44,OUT045,1248.188909
FDT20,OUT018,422.5219143
FDO44,OUT017,1642.674525
NCX17,OUT049,3696.19112
FDY01,OUT017,1827.618243
FDJ12,OUT027,5295.361218
DRK35,OUT018,410.9652198
FDD47,OUT019,351.0431359
NCM53,OUT035,1683.900302
FDO45,OUT013,1282.770014
NCM42,OUT010,268.4647146
FDE04,OUT046,2823.327529
NCI30,OUT027,5737.449685
FDZ19,OUT013,2800.48122
FDW57,OUT013,2800.48122
FDA25,OUT013,1663.198809
FDT22,OUT046,861.1413664
FDP51,OUT013,1839.144935
FDD48,OUT027,2584.742209
FDY39,OUT035,3079.484122
FDO48,OUT010,475.189915
FDD23,OUT027,5014.082766
DRN35,OUT027,981.7388545
FDT01,OUT035,3436.256217
FDC20,OUT010,110.2009456
DRJ35,OUT035,1028.96629
FDB32,OUT046,1465.64349
FDL24,OUT046,2811.55678
NCV42,OUT035,1767.101921
FDZ46,OUT046,1642.674525
FDC15,OUT013,2386.441233
FDD08,OUT019,65.55638037
FDY50,OUT049,1368.651495
FDD36,OUT013,1828.129607
FDG57,OUT027,1315.493463
FDL21,OUT018,427.176631
FDN16,OUT027,2635.124422
FDJ09,OUT027,1190.674478
FDS01,OUT010,369.5770031
FDV33,OUT017,3967.720481
DRE12,OUT017,1822.959849
FDR07,OUT013,1510.534976
FDP48,OUT010,385.2410552
NCB55,OUT035,818.8818886
FDQ08,OUT013,901.6813607
FDR34,OUT035,3918.663355
FDO33,OUT046,1642.674525
FDP13,OUT045,638.7200796
FDX12,OUT049,3756.842244
NCT06,OUT049,2615.857618
FDR16,OUT019,485.9822656
FDE36,OUT046,2611.367933
FDZ36,OUT049,2998.299571
FDV13,OUT045,1289.704504
NCZ17,OUT035,629.0244955
FDU56,OUT045,2939.498042
FDM09,OUT035,2842.393865
FDV02,OUT017,2796.216895
FDS34,OUT018,1505.760684
FDA11,OUT049,1458.325935
FDP09,OUT017,3289.759672
FDB29,OUT027,2587.69283
FDT19,OUT017,2823.327529
DRH15,OUT017,623.3547719
FDY38,OUT046,3704.485923
FDF14,OUT027,3883.207674
FDN48,OUT010,181.2686874
FDQ12,OUT013,3731.848139
NCJ43,OUT045,2752.755251
FDE17,OUT019,291.4545882
FDB05,OUT035,4005.668318
FDH10,OUT045,2939.498042
NCR06,OUT017,636.5636876
FDU32,OUT018,1774.694804
FDD56,OUT049,2800.48122
FDO36,OUT018,2665.923202
FDH16,OUT010,181.2686874
FDX10,OUT018,467.382382
FDZ37,OUT017,1314.729401
FDU31,OUT010,446.204556
DRC49,OUT049,2130.400045
FDL15,OUT045,2352.748407
FDN32,OUT019,431.4668951
DRH59,OUT027,1946.143712
NCU29,OUT049,2426.461686
FDR37,OUT019,422.8709686
FDS14,OUT018,2190.124087
FDU02,OUT027,5712.661736
FDJ08,OUT035,3016.607641
NCZ06,OUT045,3773.49484
FDO31,OUT049,1284.041151
FDH31,OUT018,1413.447089
FDS58,OUT017,2514.477307
NCA53,OUT027,1349.35965
FDF50,OUT046,3016.78439
NCW42,OUT049,3628.484138
NCQ17,OUT045,2368.691509
FDK51,OUT018,3677.446338
NCW41,OUT010,339.5064567
NCR29,OUT017,847.2981366
FDB08,OUT019,312.4885136
FDA40,OUT027,2277.929994
FDL14,OUT018,2184.32323
FDB47,OUT046,3291.907468
FDO03,OUT035,4012.433987
DRK13,OUT019,405.8276665
FDX13,OUT010,505.3082376
FDF52,OUT046,3039.719075
FDT11,OUT013,3038.094081
FDB08,OUT013,2514.005758
FDQ28,OUT018,2176.682465
FDD29,OUT045,3825.765468
NCQ29,OUT027,5836.269401
NCO02,OUT013,983.3058575
FDR56,OUT010,405.0046624
NCM54,OUT049,1999.097032
FDP51,OUT035,1881.05758
FDT38,OUT013,1266.306789
FDZ20,OUT018,3484.075426
FDJ53,OUT013,1961.285046
FDX13,OUT049,3821.961661
FDP58,OUT035,3505.47439
NCK31,OUT019,84.56420839
FDA35,OUT018,1775.908827
FDV37,OUT018,2700.258666
NCO07,OUT027,5297.705096
FDA20,OUT045,2940.307033
FDZ59,OUT035,2763.982599
NCY17,OUT017,653.4108055
FDQ28,OUT035,2457.478797
FDV35,OUT017,2417.754437
FDQ36,OUT013,590.8831135
FDD34,OUT018,2235.622321
FDK51,OUT045,4096.781731
FDV31,OUT035,2816.641494
FDR04,OUT035,1558.956185
FDR14,OUT049,823.4188695
DRC36,OUT010,355.2334225
FDE39,OUT019,203.2726859
FDP57,OUT049,1640.526728
FDE57,OUT046,2130.400045
NCN18,OUT046,1642.674525
NCQ05,OUT018,2204.353906
FDW47,OUT035,2003.767993
FDV46,OUT035,2056.646456
NCP29,OUT045,970.312914
FDE09,OUT018,1417.199118
NCU06,OUT027,5739.597482
FDT19,OUT010,341.4640475
DRF15,OUT017,2369.877269
DRI51,OUT013,2762.917
NCX54,OUT013,1640.526728
DRE01,OUT013,3696.068996
NCB07,OUT045,2941.645838
FDU50,OUT035,1834.938584
FDG40,OUT035,624.0644103
FDW10,OUT018,2529.083193
FDX51,OUT013,3008.845516
NCP17,OUT045,957.7956317
FDP21,OUT035,3054.774377
FDL04,OUT045,1594.868767
FDV23,OUT013,2002.624122
FDF24,OUT046,1284.041151
FDH56,OUT027,2587.69283
FDB51,OUT049,947.7083519
FDI58,OUT027,2313.214084
FDR20,OUT013,719.7994154
FDC51,OUT018,1765.671467
FDB16,OUT027,2229.977417
FDE40,OUT049,968.3012862
NCM17,OUT035,685.3903155
FDU56,OUT035,3051.541115
FDS32,OUT019,239.4073747
FDX02,OUT049,3636.901065
FDT39,OUT027,3854.029082
FDE35,OUT017,862.7230359
NCI42,OUT019,437.3616121
DRL23,OUT046,1651.433829
FDA10,OUT046,2001.244828
FDA11,OUT013,1458.325935
NCM06,OUT046,2416.375143
NCT05,OUT035,4207.13144
NCQ02,OUT010,425.7200608
NCY06,OUT049,1999.097032
FDY56,OUT035,3801.00138
FDL02,OUT035,1689.245564
NCI06,OUT035,2841.584873
FDQ14,OUT045,2325.491908
FDQ12,OUT017,3731.848139
FDP36,OUT046,742.1195438
FDK21,OUT027,5810.065976
FDO40,OUT045,2352.475196
NCK54,OUT019,229.9411399
FDY09,OUT018,2532.701793
NCW30,OUT049,3962.576716
NCC55,OUT027,964.5172889
FDE58,OUT018,1597.623848
FDR39,OUT013,3016.632453
FDU28,OUT049,3000.447367
FDH08,OUT017,3786.36858
FDG35,OUT045,2767.856785
FDG22,OUT049,599.6356855
FDC34,OUT035,2518.487404
FDP15,OUT018,3575.787227
FDK34,OUT010,474.5644061
FDU45,OUT035,1864.063502
FDQ04,OUT027,1039.71987
FDX22,OUT018,2998.414787
FDB45,OUT017,1647.844283
NCH43,OUT027,5291.773302
DRE60,OUT046,3592.704995
FDD17,OUT027,5734.499064
NCM54,OUT017,1999.097032
NCH55,OUT013,1999.097032
NCT06,OUT017,2611.367933
FDA48,OUT027,5531.144834
FDY58,OUT027,5737.449685
FDO25,OUT045,3248.760105
FDN50,OUT045,1420.711282
FDH35,OUT035,2654.619383
FDK09,OUT045,3648.263238
FDO16,OUT013,1271.23918
FDW11,OUT045,954.397546
FDU47,OUT027,3369.411965
NCQ42,OUT010,251.064751
FDK55,OUT027,2269.408445
FDN08,OUT049,1822.959849
FDT57,OUT045,3687.344584
FDJ12,OUT018,2991.573773
DRL59,OUT017,764.7373464
NCN53,OUT046,596.8071876
FDO51,OUT010,87.9774994
FDK56,OUT017,3000.447367
FDY12,OUT035,778.4954657
FDU15,OUT035,626.3118871
FDQ19,OUT046,3786.36858
DRF15,OUT045,2311.07574
DRE25,OUT019,181.2686874
FDK57,OUT018,1612.488424
FDD33,OUT010,476.7122023
FDR34,OUT027,5751.747659
FDU04,OUT045,1940.18675
FDE35,OUT019,142.4595515
NCD31,OUT035,2557.728757
FDJ56,OUT035,1600.746581
NCU53,OUT046,2611.490057
FDD39,OUT035,3465.76712
NCU17,OUT019,194.6466018
FDJ20,OUT046,2001.244828
NCW41,OUT018,2273.989893
FDL52,OUT035,673.1918277
FDS39,OUT035,2184.19744
DRJ47,OUT045,2743.12144
FDP13,OUT010,76.20906531
DRK39,OUT010,229.1431765
FDF28,OUT010,241.7091018
FDB09,OUT045,1940.295503
FDM51,OUT046,1586.004036
DRM49,OUT018,544.3068328
DRF23,OUT013,2783.694281
DRH01,OUT035,2842.393865
FDH12,OUT027,2637.272218
FDA28,OUT019,243.8568981
FDW37,OUT018,1254.047585
FDF02,OUT046,1647.332919
DRL37,OUT046,647.1119152
NCF43,OUT046,2130.400045
FDH08,OUT010,502.5713661
FDR34,OUT019,518.2485976
NCK19,OUT049,3000.447367
NCD55,OUT018,415.4045435
FDT27,OUT049,3842.064541
FDQ57,OUT045,2368.649174
FDA47,OUT035,2518.487404
DRG15,OUT027,1702.369751
FDE05,OUT018,2156.194698
FDN46,OUT046,1594.673972
FDX27,OUT027,2379.01618
FDT51,OUT045,1589.357886
FDU33,OUT013,638.3593432
FDJ16,OUT027,1466.165532
FDD20,OUT019,241.7091018
FDT36,OUT049,605.812452
DRF15,OUT027,3807.925709
FDN52,OUT010,232.1783575
FDC22,OUT027,5016.230563
FDX15,OUT045,2470.706459
FDT13,OUT013,3017.255939
FDU04,OUT017,1998.988278
FDU31,OUT019,446.204556
FDW59,OUT027,2233.938249
NCO29,OUT046,2608.539436
FDL15,OUT035,2454.801386
FDI41,OUT049,2414.227347
FDQ48,OUT049,1600.452197
DRI39,OUT013,808.4895311
FDI08,OUT013,3884.335582
FDC21,OUT049,1640.526728
FDF58,OUT035,1020.071705
FDS08,OUT010,355.2334225
FDE47,OUT045,1940.295503
NCP18,OUT019,298.6624411
NCR41,OUT013,1588.032704
FDA27,OUT013,3930.884477
FDA43,OUT035,3041.551021
FDA49,OUT045,1286.251551
NCE55,OUT018,2533.304862
DRM49,OUT027,1196.851245
FDF22,OUT027,5289.625506
FDQ15,OUT018,1173.52947
NCS54,OUT017,2806.413014
NCY05,OUT013,593.7929888
FDR45,OUT046,3745.071495
FDK57,OUT049,2001.244828
FDF41,OUT010,500.6498431
FDV21,OUT046,2012.923457
FDD51,OUT046,660.173969
FDF33,OUT046,1647.844283
FDA38,OUT046,3739.072254
FDR56,OUT045,2962.927154
NCN41,OUT017,1999.219156
FDC60,OUT027,2272.311426
FDB47,OUT045,3233.105939
DRH01,OUT013,2800.48122
FDW08,OUT046,1642.674525
FDF38,OUT027,1052.611878
FDY32,OUT017,2502.32713
FDG34,OUT049,1640.526728
FDG47,OUT019,659.8325583
NCF18,OUT035,3042.360012
FDL39,OUT019,363.6503501
NCH55,OUT035,2042.348482
DRJ35,OUT049,996.0897703
FDS44,OUT035,3881.717531
DRE01,OUT018,3324.145186
FDY39,OUT013,2995.62216
FDY32,OUT018,2315.496887
FDR33,OUT027,2641.367359
NCP50,OUT049,1280.311415
FDZ47,OUT018,1374.114882
FDU57,OUT049,2416.375143
FDY44,OUT013,3011.522927
DRH59,OUT018,959.3339166
FDB03,OUT027,5712.661736
FDY46,OUT045,2939.498042
FDM39,OUT045,2737.415366
FDY36,OUT035,1186.007438
NCM55,OUT035,3042.360012
FDJ50,OUT010,89.79295467
DRL60,OUT013,2427.450703
NCJ54,OUT049,3731.848139
FDX59,OUT017,601.014979
FDI07,OUT013,3273.53346
DRF51,OUT010,77.29903786
FDM14,OUT017,1652.502677
FDP21,OUT045,2963.006942
FDE40,OUT035,1000.280796
FDE05,OUT035,2454.528175
FDM13,OUT027,3317.846704
FDC34,OUT027,4102.941948
NCI55,OUT018,1782.749841
NCE43,OUT018,2613.650977
FDW58,OUT018,1484.186759
FDG60,OUT045,3682.623426
FDV31,OUT017,2800.48122
FDR47,OUT013,3001.826661
FDM60,OUT019,72.26748865
NCF06,OUT018,3520.634007
NCN26,OUT027,2594.538836
FDQ59,OUT049,1322.012627
FDF09,OUT046,617.7737588
NCS06,OUT017,4045.714163
FDT44,OUT046,1822.959849
FDI19,OUT017,3839.916745
FDT22,OUT017,907.395527
NCF54,OUT027,4437.457766
DRG25,OUT045,2953.796016
FDB59,OUT017,3012.597545
FDQ37,OUT017,3000.447367
FDP56,OUT035,769.2610924
FDW44,OUT035,2841.584873
FDJ26,OUT010,453.0107468
FDU43,OUT018,3315.579013
FDW33,OUT045,1594.868767
NCX53,OUT027,3472.566533
FDN56,OUT010,291.4545882
DRF15,OUT049,2369.877269
FDO33,OUT017,1822.959849
FDZ39,OUT010,183.8663691
NCJ19,OUT017,853.3527793
FDU01,OUT035,3067.36719
FDT12,OUT035,3801.00138
NCM18,OUT018,808.7021848
FDP19,OUT017,2001.244828
NCR42,OUT049,597.0685568
FDN10,OUT046,1820.812052
FDG44,OUT017,853.3527793
FDQ10,OUT046,2798.333424
DRH13,OUT049,1620.664745
FDT52,OUT013,3731.848139
FDM56,OUT045,1583.872996
NCO43,OUT010,191.528378
NCV29,OUT035,2917.394066
NCF06,OUT013,3968.795099
FDO50,OUT035,1507.044771
FDT59,OUT013,3746.146113
FDX40,OUT027,978.9583
FDE50,OUT017,3017.255939
FDX51,OUT017,3008.845516
NCD30,OUT018,1358.036282
FDK15,OUT013,1610.859058
FDL12,OUT045,1002.896999
FDK46,OUT017,3954.497125
DRH49,OUT010,237.4621797
FDQ57,OUT046,2427.450703
FDY59,OUT017,1455.375314
FDO09,OUT018,3562.581634
NCG30,OUT035,2017.405102
FDM09,OUT017,2800.48122
NCN17,OUT027,2433.159775
NCS42,OUT013,1403.5288
FDD02,OUT019,220.545676
FDE34,OUT013,3041.05788
FDU38,OUT045,2961.058537
FDB33,OUT046,2514.477307
NCJ29,OUT017,1320.755457
FDZ27,OUT035,753.6215874
FDI40,OUT013,1584.586307
FDG22,OUT013,558.0539098
FDT51,OUT017,1637.873871
FDF20,OUT018,2726.901544
FDV50,OUT035,1987.471193
FDT02,OUT049,549.2672309
DRC49,OUT017,2414.227347
FDF26,OUT049,2392.884884
FDV52,OUT035,1878.240857
FDX59,OUT049,601.014979
FDV25,OUT035,3738.498068
FDW23,OUT027,1039.71987
FDE53,OUT018,1416.1245
FDA19,OUT017,1999.097032
FDH22,OUT046,2001.244828
NCO41,OUT013,1588.504253
FDX12,OUT017,3745.071495
FDF17,OUT013,2998.299571
FDS11,OUT045,3581.347446
FDR51,OUT035,2448.720504
FDT49,OUT010,222.2305295
FDC56,OUT013,1961.285046
FDR13,OUT027,2614.218565
FDQ60,OUT035,1977.44532
FDN38,OUT049,3786.182518
NCL29,OUT013,2502.449253
FDO13,OUT027,4211.982752
FDE26,OUT018,2204.353444
FDA31,OUT010,355.2334225
FDX14,OUT035,1166.216529
FDA34,OUT045,2753.829869
FDF26,OUT013,2418.885741
FDE38,OUT045,2561.714483
DRI11,OUT046,1824.401598
FDQ60,OUT027,2589.840626
FDL21,OUT027,1038.19782
DRC12,OUT027,5014.082766
FDC47,OUT046,3696.068996
FDE57,OUT045,1940.295503
FDT14,OUT045,1893.830923
NCZ53,OUT046,3067.530935
FDE28,OUT018,3324.145186
FDR19,OUT035,2432.535417
NCF54,OUT019,359.6277025
