Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCL42,OUT027,5654.34186
FDR21,OUT045,2744.176861
NCW29,OUT035,2113.478238
FDO11,OUT013,3778.966996
NCM31,OUT049,2145.760322
FDV35,OUT019,302.6834545
FDF58,OUT017,970.9957264
NCE43,OUT049,2799.408327
FDA02,OUT035,2454.182609
DRL37,OUT010,96.14642203
FDR24,OUT018,1276.737643
FDW59,OUT049,1277.762896
FDS22,OUT049,641.8027936
FDW24,OUT017,741.4937929
FDU24,OUT035,1471.275601
FDA21,OUT027,4920.988275
FDH58,OUT027,2647.871277
FDW36,OUT018,1437.943228
FDI45,OUT027,4431.061443
FDU01,OUT018,2667.100285
FDF35,OUT027,2709.463929
FDU43,OUT019,270.4548888
FDE24,OUT019,242.5728303
FDK50,OUT049,2560.462287
FDG31,OUT045,950.6767437
FDC60,OUT045,1337.501305
FDL36,OUT013,1387.568543
FDP21,OUT013,2996.103032
FDW16,OUT045,1351.018193
FDX02,OUT017,3601.2812
FDQ58,OUT027,4018.021305
FDT51,OUT046,1663.16476
FDD59,OUT049,1409.722727
NCM42,OUT018,1433.032493
FDA57,OUT018,415.6940637
FDZ48,OUT035,1738.814725
FDE46,OUT045,2360.377649
NCZ30,OUT019,249.4053181
FDB56,OUT017,2988.441844
FDA25,OUT027,2710.867413
FDD20,OUT013,2037.398844
FDL25,OUT013,1479.411584
NCO18,OUT049,2809.706102
FDJ45,OUT017,599.9785138
FDR12,OUT035,2853.609954
NCF19,OUT010,99.31772294
FDK25,OUT046,2590.115583
NCR17,OUT046,1868.302131
FDC52,OUT046,2413.819668
NCA54,OUT017,2930.583689
FDR45,OUT010,487.3437257
NCM19,OUT049,1822.773195
FDF39,OUT027,5728.873051
FDX23,OUT049,1473.072097
FDD58,OUT027,2545.471153
FDX28,OUT013,1598.669849
NCD31,OUT013,2561.794398
FDU57,OUT018,2205.791194
FDI27,OUT046,717.4938603
NCM42,OUT046,1668.214132
FDD32,OUT027,2189.163842
FDI34,OUT013,3697.692345
NCM29,OUT049,2066.763656
FDG46,OUT018,1513.162229
DRC01,OUT010,81.03501046
FDB15,OUT027,5660.82086
NCA17,OUT027,4006.722833
FDF10,OUT046,2406.283764
FDR26,OUT027,4426.440517
FDI02,OUT049,1667.585224
NCM54,OUT010,250.4060152
FDF14,OUT013,2416.652913
FDJ33,OUT010,239.4205098
FDM20,OUT035,4019.082798
FDC03,OUT027,4913.086653
NCX05,OUT046,1823.773892
NCM41,OUT027,2516.21178
NCU29,OUT010,250.9851038
FDQ59,OUT017,1267.867075
FDH46,OUT010,178.1587091
FDH09,OUT013,700.5160372
NCD06,OUT045,718.5381281
FDC15,OUT035,2492.882834
DRD37,OUT027,1177.708842
FDT28,OUT027,4003.072539
FDR28,OUT027,4130.158675
FDT38,OUT017,1278.65467
FDV34,OUT027,1983.717782
FDY52,OUT035,1035.131004
FDB34,OUT013,1282.51987
DRL23,OUT018,1431.546804
DRB24,OUT046,2417.985024
FDJ50,OUT046,840.5648054
FDQ49,OUT035,2467.410844
FDP20,OUT035,2069.178453
FDV19,OUT027,4120.056254
NCR54,OUT045,2930.573791
FDO09,OUT010,555.0266432
FDS57,OUT018,1943.864267
FDN10,OUT049,1822.773195
FDV23,OUT049,2022.235418
FDY28,OUT049,3228.857379
DRG51,OUT013,2557.629042
FDD45,OUT019,175.5908073
NCL18,OUT027,4919.389436
NCM29,OUT013,2066.763656
FDF17,OUT027,4878.477672
FDE22,OUT017,2548.806597
FDQ22,OUT017,530.7304738
FDS01,OUT013,2809.706102
FDW35,OUT027,1143.040327
FDJ33,OUT046,2022.235418
NCF54,OUT035,2846.351362
FDE09,OUT013,1669.546243
NCE06,OUT045,2496.265157
DRH49,OUT049,1277.762896
FDY43,OUT045,2744.176861
NCT05,OUT017,3894.106359
FDZ34,OUT045,2930.573791
FDL38,OUT017,1298.893346
FDZ31,OUT017,2987.03836
FDR14,OUT035,812.2537349
NCN54,OUT049,1284.439498
NCC42,OUT027,3296.880526
FDK08,OUT017,1580.535524
FDP59,OUT013,1614.733822
FDV22,OUT035,2621.322639
FDD33,OUT035,3844.429359
DRE60,OUT027,5643.911814
FDK52,OUT046,3697.692345
FDA02,OUT017,2397.290955
FDM56,OUT049,1659.248467
FDE57,OUT035,2205.483918
FDM32,OUT045,1314.708976
NCQ30,OUT027,3306.846888
FDQ27,OUT027,2719.649357
FDT60,OUT027,3297.881223
FDU43,OUT049,3701.87256
NCO55,OUT035,1707.1922
FDG02,OUT045,2938.495657
FDJ28,OUT013,2996.103032
FDP40,OUT045,1599.22828
FDJ38,OUT045,2930.769146
NCC54,OUT017,3709.160139
NCZ41,OUT046,2017.584427
FDK38,OUT019,323.2526565
FDU52,OUT013,2363.172603
FDC40,OUT046,1256.019389
NCR30,OUT017,1147.817729
NCN18,OUT017,1670.221811
FDB50,OUT035,1274.399452
FDG04,OUT013,3000.968683
FDR26,OUT035,2797.330543
NCT17,OUT018,2717.400364
FDX35,OUT027,5645.315299
FDS12,OUT046,2020.831934
NCZ29,OUT027,3297.881223
FDB38,OUT010,335.8940546
FDP12,OUT013,600.0935203
FDP22,OUT046,778.1537918
FDS26,OUT018,3442.95064
FDR52,OUT046,2985.805257
DRJ13,OUT046,2546.845631
FDU48,OUT027,3293.230232
FDE29,OUT035,947.754336
NCT29,OUT049,2017.584427
DRK37,OUT018,2692.663464
FDK55,OUT046,1289.875277
FDR07,OUT046,1480.815068
FDO21,OUT027,5527.586618
FDK46,OUT049,3889.519909
FDB12,OUT045,1619.619933
FDT31,OUT027,4931.090696
FDJ33,OUT045,1967.003952
FDC26,OUT027,2709.463929
NCQ02,OUT045,2943.361308
FDP08,OUT010,409.9796858
FDB11,OUT027,5588.37052
FDV55,OUT013,2363.172603
FDW20,OUT049,2032.533193
NCJ18,OUT019,272.8725229
FDC41,OUT018,1108.266173
FDE14,OUT027,2705.5408
FDG35,OUT013,2814.571753
FDF45,OUT035,890.5497205
FDS19,OUT027,2212.607761
FDS58,OUT019,351.8789844
FDA26,OUT017,3315.253188
FDM32,OUT049,1296.256759
FDL45,OUT046,2022.430773
FDZ55,OUT049,2561.794398
FDY37,OUT049,2156.058098
FDO46,OUT046,2996.103032
FDQ60,OUT046,1988.302055
FDA19,OUT018,1791.189938
FDL15,OUT046,2402.963493
FDM10,OUT018,2938.119767
NCL05,OUT017,633.1409084
DRK49,OUT010,66.11997389
NCE18,OUT027,5712.291339
FDG40,OUT049,589.1934485
DRI59,OUT045,3452.764001
FDK28,OUT035,4186.648998
NCD06,OUT019,105.2622274
FDO11,OUT019,521.3496759
FDK27,OUT046,1892.742387
FDT43,OUT027,1376.027323
FDD38,OUT018,1411.164692
FDA16,OUT049,3320.518223
FDL14,OUT027,4002.396916
NCM17,OUT049,640.2839309
FDD20,OUT045,1974.925819
FDA40,OUT045,1254.74577
FDL43,OUT045,1255.638339
FDV15,OUT045,1629.15611
FDE52,OUT046,1323.030642
NCL17,OUT010,242.5728303
NCJ31,OUT045,3686.776905
FDR60,OUT045,1288.441311
NCA18,OUT035,1867.066634
FDS21,OUT027,1728.875876
FDW09,OUT035,1336.356622
FDL26,OUT035,2477.513265
FDS47,OUT018,1229.775973
FDC39,OUT046,3221.151111
FDT51,OUT035,1722.693002
FDK40,OUT035,4158.018692
NCG19,OUT045,3677.945699
FDZ07,OUT046,1009.521721
FDF08,OUT027,2395.131689
FDO04,OUT013,844.5172793
FDK41,OUT018,1176.750484
FDP15,OUT049,3915.659714
NCD43,OUT018,1434.364605
NCP18,OUT013,2416.652913
FDZ51,OUT046,1487.180654
DRH13,OUT035,1729.074484
FDF38,OUT045,594.248279
NCI43,OUT045,717.3073041
FDM38,OUT027,1513.828134
FDS03,OUT013,1003.661993
DRJ47,OUT017,2798.226416
FDT50,OUT010,170.4335281
FDV02,OUT046,2787.051068
NCG18,OUT017,1672.18283
FDW52,OUT046,2551.691977
FDS40,OUT035,626.8862266
FDN31,OUT017,2988.441844
FDA37,OUT045,1962.352962
FDA15,OUT046,3808.136309
FDL39,OUT046,2915.394489
FDJ53,OUT045,1952.279635
FDX22,OUT013,3240.558638
NCZ42,OUT045,3712.409052
FDD56,OUT027,4430.866089
FDD40,OUT017,2994.574263
FDS50,OUT013,3268.101955
NCN14,OUT013,3000.968683
FDT15,OUT013,2939.76695
NCS18,OUT027,2734.603617
NCO26,OUT010,222.3836193
FDF58,OUT018,804.2341679
NCB19,OUT013,1278.703958
FDH26,OUT017,2148.592264
DRB24,OUT027,4018.021305
FDA49,OUT018,1111.316872
FDB32,OUT045,1431.089111
FDI36,OUT017,3003.60527
NCA17,OUT010,293.3003521
FDH22,OUT013,2020.831934
NCM26,OUT018,2145.949576
FDT15,OUT027,4874.754614
FDB16,OUT018,1104.319946
NCP54,OUT027,3298.076578
FDJ36,OUT013,1657.844983
FDO28,OUT045,1919.749756
FDU09,OUT013,842.9984167
FDF29,OUT017,2035.169781
FDY08,OUT013,2144.356838
DRJ59,OUT018,395.7572477
FDT23,OUT027,2195.450351
FDU15,OUT018,294.002728
FDT47,OUT013,1488.696486
FDI53,OUT019,365.4884476
FDR59,OUT018,3482.376444
FDD53,OUT035,657.2468857
FDY51,OUT017,3348.098564
FDT04,OUT049,669.4839842
FDU51,OUT049,2824.547435
FDG14,OUT035,2454.630284
NCU06,OUT045,3677.945699
DRG25,OUT046,2996.103032
DRH49,OUT035,1319.115264
FDN15,OUT035,2085.679952
FDL43,OUT018,1102.122451
NCT18,OUT049,2981.154266
NCB31,OUT013,3792.728029
FDK57,OUT035,1871.717625
FDY04,OUT019,335.5361433
NCP54,OUT046,2022.430773
FDF41,OUT013,3705.120067
FDM01,OUT045,1616.804519
FDW03,OUT045,1605.557386
FDF28,OUT045,1952.47499
FDY37,OUT017,2158.694685
FDQ03,OUT017,3516.409714
FDP51,OUT027,3290.490453
FDJ40,OUT017,1660.884358
FDC32,OUT049,1480.815068
DRI49,OUT027,2202.676267
NCW54,OUT017,850.31193
FDF09,OUT017,538.4636841
FDP45,OUT018,3360.171336
DRJ23,OUT018,2691.041714
FDS59,OUT017,1660.884358
FDY08,OUT046,2020.831934
FDX16,OUT049,2403.036258
FDY16,OUT018,2750.141815
FDK32,OUT035,2477.513265
FDQ22,OUT013,629.9363048
NCC31,OUT018,2243.525245
FDG58,OUT049,2407.687249
DRF48,OUT013,2984.804559
DRH36,OUT049,1136.597583
NCR30,OUT035,1235.230532
FDB03,OUT019,539.1646178
FDZ28,OUT027,3296.880526
FDR35,OUT017,2998.739619
DRD15,OUT027,5632.95804
FDJ33,OUT019,239.4205098
FDA56,OUT010,224.5028579
FDP56,OUT046,738.0380789
NCT30,OUT046,739.1851414
FDK15,OUT017,1607.739021
FDH44,OUT018,2145.949576
FDV01,OUT013,2407.687249
DRG03,OUT017,2397.966578
FDG50,OUT027,2407.664097
FDR16,OUT010,459.2010122
FDZ60,OUT046,1657.844983
DRG03,OUT045,2340.098525
FDS56,OUT018,3486.627448
FDU33,OUT045,654.3054331
DRD27,OUT035,1628.396171
FDW22,OUT046,3626.165297
DRA24,OUT045,2496.460511
FDF38,OUT049,625.9006013
FDX48,OUT013,2407.882603
FDS58,OUT018,2234.873819
FDC32,OUT046,1480.815068
NCQ29,OUT045,3774.384867
DRK39,OUT018,1101.398997
NCS38,OUT017,1826.41048
DRO47,OUT013,1664.767423
DRG27,OUT027,1142.444596
FDC57,OUT027,4916.141929
FDS55,OUT046,2407.687249
NCJ06,OUT018,1748.203916
FDO01,OUT019,241.0193486
NCM55,OUT045,2930.573791
FDC52,OUT049,2413.819668
FDQ15,OUT045,1278.43908
NCT30,OUT027,1318.423382
NCR42,OUT027,943.1849539
FDD28,OUT035,881.917173
FDQ34,OUT049,1657.844983
FDZ12,OUT027,3412.019302
DRE13,OUT019,247.3398269
NCN07,OUT019,236.1730031
FDM28,OUT035,2974.694782
FDI10,OUT017,2802.044914
FDQ25,OUT013,2808.373991
FDA38,OUT010,438.3229068
DRI13,OUT049,3330.620644
FDY20,OUT027,2403.848185
NCZ53,OUT035,3089.861736
NCM31,OUT013,2407.687249
DRB01,OUT017,2988.441844
DRF37,OUT046,3890.520606
NCF42,OUT049,2798.004842
FDF16,OUT018,2177.611141
FDB41,OUT013,743.1376153
FDR34,OUT013,3725.700401
FDR15,OUT018,2232.924667
NCV42,OUT019,288.8099508
FDW51,OUT035,3403.43877
FDU36,OUT017,1480.0346
FDX60,OUT049,1273.946984
FDY03,OUT035,1896.856733
FDW55,OUT045,3742.54583
FDT01,OUT010,708.1448459
FDG58,OUT013,2407.687249
FDK21,OUT017,3814.938252
NCS41,OUT019,392.0190428
FDS10,OUT045,2930.769146
NCT53,OUT046,2550.495925
FDJ28,OUT018,2685.434547
FDX44,OUT045,1214.367322
FDT20,OUT018,428.6372317
FDO44,OUT017,1661.885055
NCX17,OUT049,3696.288861
FDY01,OUT017,1825.006995
FDJ12,OUT027,5165.443881
DRK35,OUT018,406.6688682
FDD47,OUT019,352.347627
NCM53,OUT035,1706.191503
FDO45,OUT013,1272.417449
NCM42,OUT010,274.9537959
FDE04,OUT046,2814.571753
NCI30,OUT027,5576.117737
FDZ19,OUT013,2799.408327
FDW57,OUT013,2798.004842
FDA25,OUT013,1674.411893
FDT22,OUT046,846.2718584
FDP51,OUT013,1848.913001
FDD48,OUT027,2642.349309
FDY39,OUT035,3029.025234
FDO48,OUT010,478.5125193
FDD23,OUT027,4919.792223
DRN35,OUT027,993.402969
FDT01,OUT035,3346.175136
FDC20,OUT010,97.78728134
DRJ35,OUT035,1009.430221
FDB32,OUT046,1488.696486
FDL24,OUT046,2809.706102
NCV42,OUT035,1808.86548
FDZ46,OUT046,1659.248467
FDC15,OUT013,2501.018816
FDD08,OUT019,0
FDY50,OUT049,1347.061593
FDD36,OUT013,1834.071668
FDG57,OUT027,1327.055929
FDL21,OUT018,427.4372344
FDN16,OUT027,2706.216422
FDJ09,OUT027,1258.59991
FDS01,OUT010,371.4022774
FDV33,OUT017,3858.543785
DRE12,OUT017,1826.41048
FDR07,OUT013,1480.815068
FDP48,OUT010,392.0190428
NCB55,OUT035,819.9600025
FDQ08,OUT013,913.2064751
FDR34,OUT035,3916.146448
FDO33,OUT046,1668.988708
FDP13,OUT045,608.0453459
FDX12,OUT049,3739.397258
NCT06,OUT049,2591.714422
FDR16,OUT019,490.5568008
FDE36,OUT046,2551.691977
FDZ36,OUT049,2981.154266
FDV13,OUT045,1263.272325
NCZ17,OUT035,616.4412795
FDU56,OUT045,2929.573094
FDM09,OUT035,2847.352059
FDV02,OUT017,2789.687656
FDS34,OUT018,1528.269363
FDA11,OUT049,1463.453494
FDP09,OUT017,3233.092805
FDB29,OUT027,2646.675225
FDT19,OUT017,2817.20834
DRH15,OUT017,642.4401665
FDY38,OUT046,3688.582593
FDF14,OUT027,4016.689194
FDN48,OUT010,175.5908073
FDQ12,OUT013,3697.8877
NCJ43,OUT045,2750.766616
FDE17,OUT019,293.3003521
FDB05,OUT035,4085.072993
FDH10,OUT045,2929.573094
NCR06,OUT017,626.3400978
FDU32,OUT018,1787.611315
FDD56,OUT049,2799.408327
FDO36,OUT018,2576.229924
FDH16,OUT010,176.9942915
FDX10,OUT018,442.236715
FDZ37,OUT017,1298.893346
FDU31,OUT010,460.799851
DRC49,OUT049,2141.109331
FDL15,OUT045,2347.732028
FDN32,OUT019,441.3354744
DRH59,OUT027,1968.367573
NCU29,OUT049,2452.215487
FDR37,OUT019,421.9713472
FDS14,OUT018,2237.937379
FDU02,OUT027,5637.609031
FDJ08,OUT035,2976.26579
NCZ06,OUT045,3540.401859
FDO31,OUT049,1276.430785
FDH31,OUT018,1427.983122
FDS58,OUT017,2564.430985
NCA53,OUT027,1354.172708
FDF50,OUT046,3000.968683
NCW42,OUT049,3606.35088
NCQ17,OUT045,2454.897103
FDK51,OUT018,3435.919042
NCW41,OUT010,380.410508
NCR29,OUT017,830.6689845
FDB08,OUT019,316.4424005
FDA40,OUT027,2222.573614
FDL14,OUT018,2199.274419
FDB47,OUT046,3230.260863
FDO03,OUT035,3962.612653
DRK13,OUT019,410.8238187
FDX13,OUT010,522.350373
FDF52,OUT046,2985.805257
FDT11,OUT013,2994.770921
FDB08,OUT013,2566.660049
FDQ28,OUT018,2248.390896
FDD29,OUT045,3775.454792
NCQ29,OUT027,5669.930612
NCO02,OUT013,978.522884
FDR56,OUT010,409.9796858
NCM54,OUT049,2021.234721
FDP51,OUT035,1896.856733
FDT38,OUT013,1203.923676
FDZ20,OUT018,3389.88388
FDJ53,OUT013,1989.705539
FDX13,OUT049,3783.292912
FDP58,OUT035,3436.237142
NCK31,OUT019,84.83044525
FDA35,OUT018,1791.189938
FDV37,OUT018,2698.76185
NCO07,OUT027,5175.546302
FDA20,OUT045,2930.573791
FDZ59,OUT035,2847.352059
NCY17,OUT017,650.146434
FDQ28,OUT035,2450.97999
FDV35,OUT017,2408.920352
FDQ36,OUT013,592.9189488
FDD34,OUT018,2234.873819
FDK51,OUT045,3887.591417
FDV31,OUT035,2791.272344
FDR04,OUT035,1548.224727
FDR14,OUT049,838.5655909
DRC36,OUT010,361.9400125
FDE39,OUT019,201.847824
FDP57,OUT049,1658.24777
FDE57,OUT046,2145.955677
NCN18,OUT046,1657.844983
NCQ05,OUT018,2165.11486
FDW47,OUT035,2036.648575
FDV46,OUT035,2092.061435
NCP29,OUT045,971.61276
FDE09,OUT018,1434.364605
NCU06,OUT027,5645.315299
FDT19,OUT010,343.5300756
DRF15,OUT017,2402.812923
DRI51,OUT013,2777.352184
NCX54,OUT013,1658.24777
DRE01,OUT013,3705.120067
NCB07,OUT045,2930.573791
FDU50,OUT035,1864.011357
FDG40,OUT035,621.385706
FDW10,OUT018,2491.015137
FDX51,OUT013,2989.72155
NCP17,OUT045,983.5431168
FDP21,OUT035,3055.631273
FDL04,OUT045,1589.292684
FDV23,OUT013,2022.235418
FDF24,OUT046,1277.762896
FDH56,OUT027,2643.024931
FDB51,OUT049,950.5504505
FDI58,OUT027,2475.041557
FDR20,OUT013,751.9569141
FDC51,OUT018,1783.445958
FDB16,OUT027,2198.755386
FDE40,OUT049,967.7634087
NCM17,OUT035,670.0517899
FDU56,OUT035,3055.631273
FDS32,OUT019,242.9756175
FDX02,OUT049,3598.644612
FDT39,OUT027,4011.639823
FDE35,OUT017,831.9029202
NCI42,OUT019,441.9909676
DRL23,OUT046,1666.728442
FDA10,OUT046,2020.831934
FDA11,OUT013,1436.083462
NCM06,OUT046,2407.687249
NCT05,OUT035,4192.249155
NCQ02,OUT010,436.4698237
NCY06,OUT049,2017.584427
FDY56,OUT035,3754.389678
FDL02,OUT035,1707.1922
NCI06,OUT035,2846.351362
FDQ14,OUT045,2340.098525
FDQ12,OUT017,3700.524287
FDP36,OUT046,747.8145412
FDK21,OUT027,5712.291339
FDO40,OUT045,2332.404852
NCK54,OUT019,238.9505298
FDY09,OUT018,2482.785523
NCW30,OUT049,3857.239309
NCC55,OUT027,997.834339
FDE58,OUT018,1596.378706
FDR39,OUT013,3010.944365
FDU28,OUT049,2985.805257
FDH08,OUT017,3728.336988
FDG35,OUT045,2756.964378
FDG22,OUT049,559.4925549
FDC34,OUT035,2541.957156
FDP15,OUT018,3540.464145
FDK34,OUT010,483.6934318
FDU45,OUT035,1883.497488
FDQ04,OUT027,1106.165106
FDX22,OUT018,2929.890153
FDB45,OUT017,1672.18283
NCH43,OUT027,5255.310532
DRE60,OUT046,3609.598387
FDD17,OUT027,5639.988685
NCM54,OUT017,2023.871308
NCH55,OUT013,2022.430773
NCT06,OUT017,2554.328564
FDA48,OUT027,5478.232684
FDY58,OUT027,5645.510653
FDO25,OUT045,3175.029397
FDN50,OUT045,1431.089111
FDH35,OUT035,2594.789364
FDK09,OUT045,3677.945699
FDO16,OUT013,1264.026007
FDW11,OUT045,953.2037501
FDU47,OUT027,3313.04465
NCQ42,OUT010,245.7550243
FDK55,OUT027,2401.282615
FDN08,OUT049,1823.773892
FDT57,OUT045,3494.519518
FDJ12,OUT018,2938.315122
DRL59,OUT017,770.862041
NCN53,OUT046,584.2390385
FDO51,OUT010,87.05445703
FDK56,OUT017,2987.03836
FDY12,OUT035,750.4384516
FDU15,OUT035,633.0448733
FDQ19,OUT046,3734.531607
DRF15,OUT045,2344.94487
DRE25,OUT019,175.5908073
FDK57,OUT018,1625.677004
FDD33,OUT010,478.1097322
FDR34,OUT027,5673.323354
FDU04,OUT045,1965.067152
FDE35,OUT019,152.031758
NCD31,OUT035,2621.322639
FDJ56,OUT035,1570.423858
NCU53,OUT046,2509.181374
FDD39,OUT035,3370.593394
NCU17,OUT019,196.4686725
FDJ20,OUT046,2022.235418
NCW41,OUT018,2258.904753
FDL52,OUT035,661.5575062
FDS39,OUT035,2209.204857
DRJ47,OUT045,2740.358363
FDP13,OUT010,68.30863102
DRK39,OUT010,240.1000162
FDF28,OUT010,236.1730031
FDB09,OUT045,1962.352962
FDM51,OUT046,1566.651804
DRM49,OUT018,530.0517985
DRF23,OUT013,2795.187041
DRH01,OUT035,2847.352059
FDH12,OUT027,2710.867413
FDA28,OUT019,240.823994
FDW37,OUT018,1288.536019
FDF02,OUT046,1659.248467
DRL37,OUT046,630.504321
NCF43,OUT046,2144.759625
FDH08,OUT010,503.2677588
FDR34,OUT019,503.2677588
NCK19,OUT049,2985.805257
NCD55,OUT018,429.9736748
FDT27,OUT049,3780.840455
FDQ57,OUT045,2359.045538
FDA47,OUT035,2541.957156
DRG15,OUT027,1719.650746
FDE05,OUT018,2128.684438
FDN46,OUT046,1598.669849
FDX27,OUT027,2509.323032
FDT51,OUT045,1605.557386
FDU33,OUT013,642.8329206
FDJ16,OUT027,1576.093672
FDD20,OUT019,241.0193486
FDT36,OUT049,605.0029224
DRF15,OUT027,4000.212617
FDN52,OUT010,247.8562063
FDC22,OUT027,4919.389436
FDX15,OUT045,2521.404265
FDT13,OUT013,2996.103032
FDU04,OUT017,2040.035432
FDU31,OUT019,459.6037993
FDW59,OUT027,2222.625776
NCO29,OUT046,2546.170009
FDL15,OUT035,2450.907226
FDI41,OUT049,2403.036258
FDQ48,OUT049,1577.898937
DRI39,OUT013,835.2921492
FDI08,OUT013,3911.095701
FDC21,OUT049,1616.933219
FDF58,OUT035,1035.131004
FDS08,OUT010,361.9400125
FDE47,OUT045,1967.199307
NCP18,OUT019,301.8816762
NCR41,OUT013,1527.792599
FDA27,OUT013,3816.198372
FDA43,OUT035,3029.097998
FDA49,OUT045,1254.447937
NCE55,OUT018,2487.651174
DRM49,OUT027,1276.839371
FDF22,OUT027,5160.597535
FDQ15,OUT018,1201.889593
NCS54,OUT017,2812.342689
NCY05,OUT013,565.5430878
FDR45,OUT046,3733.199496
FDK57,OUT049,2022.235418
FDF41,OUT010,496.9051225
FDV21,OUT046,2037.398844
FDD51,OUT046,674.4720945
FDF33,OUT046,1669.546243
FDA38,OUT046,3730.366251
FDR56,OUT045,2930.573791
NCN41,OUT017,2023.871308
FDC60,OUT027,2221.170129
FDB47,OUT045,3175.029397
DRH01,OUT013,2799.408327
FDW08,OUT046,1657.844983
FDF38,OUT027,1064.251747
FDY32,OUT017,2552.729726
FDG34,OUT049,1659.443822
FDG47,OUT019,555.0266432
NCF18,OUT035,3033.748989
FDL39,OUT019,352.8302607
NCH55,OUT035,2081.959014
DRJ35,OUT049,970.4069887
FDS44,OUT035,3975.17841
DRE01,OUT018,3358.10455
FDY39,OUT013,2981.081501
FDY32,OUT018,2298.177603
FDR33,OUT027,2721.165189
NCP50,OUT049,1277.762896
FDZ47,OUT018,1418.32734
FDU57,OUT049,2407.687249
FDY44,OUT013,2996.103032
DRH59,OUT018,970.4497244
FDB03,OUT027,5645.036753
FDY46,OUT045,2929.573094
FDM39,OUT045,2735.469896
FDY36,OUT035,1188.052371
NCM55,OUT035,3033.748989
FDJ50,OUT010,89.1547339
DRL60,OUT013,2416.652913
NCJ54,OUT049,3693.041354
FDX59,OUT017,573.6377101
FDI07,OUT013,3239.042807
DRF51,OUT010,68.93854706
FDM14,OUT017,1672.18283
FDP21,OUT045,2938.495657
FDE40,OUT035,1022.950765
FDE05,OUT035,2461.888876
FDM13,OUT027,3293.230232
FDC34,OUT027,4118.457415
NCI55,OUT018,1787.611315
NCE43,OUT018,2547.492791
FDW58,OUT018,1439.230255
FDG60,OUT045,3688.89764
FDV31,OUT017,2800.64143
FDR47,OUT013,2985.805257
FDM60,OUT019,75.85816783
NCF06,OUT018,3435.218748
NCN26,OUT027,2662.839348
FDQ59,OUT049,1283.724351
FDF09,OUT046,619.9608002
NCS06,OUT017,3916.515916
FDT44,OUT046,1823.773892
FDI19,OUT017,3782.438348
FDT22,OUT017,917.2615112
NCF54,OUT027,4429.865392
DRG25,OUT045,2938.495657
FDB59,OUT017,2998.739619
FDQ37,OUT017,2988.441844
FDP56,OUT035,767.8059379
FDW44,OUT035,2859.131922
FDJ26,OUT010,459.2010122
FDU43,OUT018,3080.489855
FDW33,OUT045,1604.017002
NCX53,OUT027,3456.547541
FDN56,OUT010,291.8968679
DRF15,OUT049,2400.176336
FDO33,OUT017,1826.41048
FDZ39,OUT010,179.4852945
NCJ19,OUT017,848.9084458
FDU01,OUT035,3055.631273
FDT12,OUT035,3758.039972
NCM18,OUT018,868.2867046
FDP19,OUT017,2023.468521
NCR42,OUT049,589.1934485
FDN10,OUT046,1822.773195
FDG44,OUT017,858.9444775
FDQ10,OUT046,2799.603681
DRH13,OUT049,1669.546243
FDT52,OUT013,3705.522854
FDM56,OUT045,1604.017002
NCO43,OUT010,186.3416065
NCV29,OUT035,2903.464806
NCF06,OUT013,3857.239309
FDO50,OUT035,1528.758801
FDT59,OUT013,3725.700401
FDX40,OUT027,1011.397328
FDE50,OUT017,2998.739619
FDX51,OUT017,2992.358137
NCD30,OUT018,1355.079462
FDK15,OUT013,1625.212442
FDL12,OUT045,961.7961947
FDK46,OUT017,3892.156496
DRH49,OUT010,236.9558803
FDQ57,OUT046,2416.652913
FDY59,OUT017,1475.708684
FDO09,OUT018,3445.712512
NCG30,OUT035,2012.695951
FDM09,OUT017,2802.044914
NCN17,OUT027,2582.808976
NCS42,OUT013,1328.808497
FDD02,OUT019,214.2050824
FDE34,OUT013,2984.401772
FDU38,OUT045,2922.867524
FDB33,OUT046,2561.794398
NCJ29,OUT017,1288.790925
FDZ27,OUT035,777.8910153
FDI40,OUT013,1561.332026
FDG22,OUT013,487.2766958
FDT51,OUT017,1665.801348
FDF20,OUT018,2678.557027
FDV50,OUT035,2004.989684
FDT02,OUT049,598.5032184
DRC49,OUT017,2405.672845
FDF26,OUT049,2406.686551
FDV52,OUT035,1893.599909
FDX59,OUT049,580.5903492
FDV25,OUT035,3720.387298
FDW23,OUT027,1067.043505
FDE53,OUT018,1434.364605
FDA19,OUT017,2020.221014
FDH22,OUT046,2020.831934
NCO41,OUT013,1525.343307
FDX12,OUT017,3737.168194
FDF17,OUT013,2943.490008
FDS11,OUT045,3717.44425
FDR51,OUT035,2423.28689
FDT49,OUT010,212.1417983
FDC56,OUT013,1988.302055
FDR13,OUT027,2656.641586
FDQ60,OUT035,1980.166072
FDN38,OUT049,3753.189726
NCL29,OUT013,2550.093138
FDO13,OUT027,4115.209908
FDE26,OUT018,2182.591281
FDA31,OUT010,360.5365282
FDX14,OUT035,1167.242733
FDA34,OUT045,2752.098728
FDF26,OUT013,2406.686551
FDE38,OUT045,2535.286905
DRI11,OUT046,1821.151446
FDQ60,OUT027,2646.272438
FDL21,OUT027,1069.117398
DRC12,OUT027,4920.988275
FDC47,OUT046,3696.288861
FDE57,OUT045,1967.199307
FDT14,OUT045,1926.767806
NCZ53,OUT046,3030.333495
FDE28,OUT018,3349.273344
FDR19,OUT035,2398.147782
NCF54,OUT019,366.3342925
